char,unicode,standard_rank,repair_status,original_block_reason,radical_source,radical_source_status,radical_resolution_status,radical_resolution_reason,approved_radical,canonical_radical,proposed_radix,proposed_radix_name,approved_strokes,approved_structure,approved_struct_type,approved_decomposition,current_cnbe,current_cnbe_hex,current_radix,current_radix_name,current_strokes,current_struct_name,current_struct_type,current_index,current_ext,proposed_cnbe,proposed_cnbe_hex,roundtrip_pass,authority_boundary
溁,U+6E81,7427,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,氵,水,85,水,12,左右,3,⿰氵荣,1432455184,0x55618810,85,水,12,左右,3,129,0,1432455184,0x55618810,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
湝,U+6E5D,7428,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,氵,水,85,水,12,左右,3,⿰氵皆,1432454608,0x556185D0,85,水,12,左右,3,93,0,1432454608,0x556185D0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
渰,U+6E30,7429,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,氵,水,85,水,12,左右,3,⿰氵弇,1432453888,0x55618300,85,水,12,左右,3,48,0,1432453888,0x55618300,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
渟,U+6E1F,7432,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,氵,水,85,水,12,左右,3,⿰氵亭,1432453616,0x556181F0,85,水,12,左右,3,31,0,1432453616,0x556181F0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
溠,U+6EA0,7433,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,氵,水,85,水,12,左右,3,⿰氵差,1432455680,0x55618A00,85,水,12,左右,3,160,0,1432455680,0x55618A00,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
敩,U+6569,7441,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,攵,攴,66,攴,12,左右,3,⿰学攵,1113716368,0x4261F690,66,攴,12,左右,3,1897,0,1113716368,0x4261F690,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
祼,U+797C,7446,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,礻,示,113,示,12,左右,3,⿰礻果,1902229440,0x7161B7C0,113,示,12,左右,3,892,0,1902229440,0x7161B7C0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
婻,U+5A7B,7447,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,女,女,38,女,12,左右,3,⿰女南,643942320,0x2661C7B0,38,女,12,左右,3,1147,0,643942320,0x2661C7B0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
媆,U+5A86,7448,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,女,女,38,女,12,左右,3,⿰女耎,643942496,0x2661C860,38,女,12,左右,3,1158,0,643942496,0x2661C860,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
媞,U+5A9E,7449,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,女,女,38,女,12,左右,3,⿰女是,643942880,0x2661C9E0,38,女,12,左右,3,1182,0,643942880,0x2661C9E0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
媓,U+5A93,7451,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,女,女,38,女,12,左右,3,⿰女皇,643942704,0x2661C930,38,女,12,左右,3,1171,0,643942704,0x2661C930,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
媂,U+5A82,7452,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,女,女,38,女,12,左右,3,⿰女帝,643942432,0x2661C820,38,女,12,左右,3,1154,0,643942432,0x2661C820,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
媄,U+5A84,7453,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,女,女,38,女,12,左右,3,⿰女美,643942464,0x2661C840,38,女,12,左右,3,1156,0,643942464,0x2661C840,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
瑆,U+7446,7464,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,王,王,95,王,13,左右,3,⿰王星,1600775264,0x5F69E460,95,王,13,左右,3,1606,0,1600775264,0x5F69E460,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
瑖,U+7456,7466,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,王,王,95,王,13,左右,3,⿰王段,1600775520,0x5F69E560,95,王,13,左右,3,1622,0,1600775520,0x5F69E560,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
瑝,U+745D,7467,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,王,王,95,王,13,左右,3,⿰王皇,1600775632,0x5F69E5D0,95,王,13,左右,3,1629,0,1600775632,0x5F69E5D0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
瑔,U+7454,7468,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,王,王,95,王,13,左右,3,⿰王泉,1600775488,0x5F69E540,95,王,13,左右,3,1620,0,1600775488,0x5F69E540,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
瑀,U+7440,7469,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,王,王,95,王,13,左右,3,⿰王禹,1600775168,0x5F69E400,95,王,13,左右,3,1600,0,1600775168,0x5F69E400,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
瑳,U+7473,7471,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,王,王,95,王,13,左右,3,⿰王差,1600775984,0x5F69E730,95,王,13,左右,3,1651,0,1600775984,0x5F69E730,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
瑂,U+7442,7472,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,王,王,95,王,13,左右,3,⿰王眉,1600775200,0x5F69E420,95,王,13,左右,3,1602,0,1600775200,0x5F69E420,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
嶅,U+5D85,7473,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,山,山,46,山,13,上下,1,⿱敖山,778631248,0x2E68F850,46,山,13,上下,1,1925,0,778631248,0x2E68F850,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
堽,U+583D,7478,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,土,土,32,土,13,左右,3,⿰土罡,543794128,0x2069A3D0,32,土,13,左右,3,573,0,543794128,0x2069A3D0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
摛,U+645B,7480,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,扌,手,64,手,13,左右,3,⿰扌离,1080681904,0x4069E5B0,64,手,13,左右,3,1627,0,1080681904,0x4069E5B0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
塝,U+585D,7481,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,土,土,32,土,13,左右,3,⿰土旁,543794640,0x2069A5D0,32,土,13,左右,3,605,0,543794640,0x2069A5D0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
蒱,U+84B1,7484,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,艹,艸,140,艸,13,上下,1,⿱艹捕,2355686160,0x8C68EB10,140,艸,13,上下,1,1713,0,2355686160,0x8C68EB10,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
蒨,U+84A8,7485,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,艹,艸,140,艸,13,上下,1,⿱艹倩,2355686016,0x8C68EA80,140,艸,13,上下,1,1704,0,2355686016,0x8C68EA80,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
蓏,U+84CF,7486,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,艹,艸,140,艸,13,上下,1,⿱艹㼌,2355686640,0x8C68ECF0,140,艸,13,上下,1,1743,0,2355686640,0x8C68ECF0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
蔀,U+8500,7487,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,艹,艸,140,艸,13,上下,1,⿱艹部,2355687424,0x8C68F000,140,艸,13,上下,1,1792,0,2355687424,0x8C68F000,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
蓢,U+84E2,7488,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,艹,艸,140,艸,13,上下,1,⿱艹朗,2355686944,0x8C68EE20,140,艸,13,上下,1,1762,0,2355686944,0x8C68EE20,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
楪,U+696A,7493,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,木,木,75,木,13,左右,3,⿰木枼,1265219232,0x4B69B6A0,75,木,13,左右,3,874,0,1265219232,0x4B69B6A0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
碃,U+7883,7504,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,石,石,112,石,13,左右,3,⿰石青,1885972528,0x7069A830,112,石,13,左右,3,643,0,1885972528,0x7069A830,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
碏,U+788F,7505,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,石,石,112,石,13,左右,3,⿰石昔,1885972720,0x7069A8F0,112,石,13,左右,3,655,0,1885972720,0x7069A8F0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
碈,U+7888,7507,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,石,石,112,石,13,左右,3,⿰石昏,1885972608,0x7069A880,112,石,13,左右,3,648,0,1885972608,0x7069A880,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
硿,U+787F,7509,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,石,石,112,石,13,左右,3,⿰石空,1885972464,0x7069A7F0,112,石,13,左右,3,639,0,1885972464,0x7069A7F0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
鄠,U+9120,7510,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,13,左右,3,⿰雩阝,2741613056,0xA369B200,163,邑,13,左右,3,800,0,2741613056,0xA369B200,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
暅,U+6685,7521,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,日,日,72,日,13,左右,3,⿰日恒,1214875728,0x48698850,72,日,13,左右,3,133,0,1214875728,0x48698850,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
跱,U+8DF1,7522,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,足,足,157,足,13,左右,3,⿰𧾷寺,2640969488,0x9D69FF10,157,足,13,左右,3,2033,0,2640969488,0x9D69FF10,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
蜐,U+8710,7523,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,虫,虫,142,虫,13,左右,3,⿰虫劫,2389283072,0x8E699100,142,虫,13,左右,3,272,0,2389283072,0x8E699100,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
嵲,U+5D72,7525,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,山,山,46,山,13,左右,3,⿰山臬,778696480,0x2E69F720,46,山,13,左右,3,1906,0,778696480,0x2E69F720,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
赗,U+8D57,7526,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,贝,貝,154,貝,13,左右,3,⿰贝冒,2590635376,0x9A69F570,154,貝,13,左右,3,1879,0,2590635376,0x9A69F570,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
锧,U+9527,7532,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,钅,金,167,金,13,左右,3,⿰钅质,2808738416,0xA769F270,167,金,13,左右,3,1831,0,2808738416,0xA769F270,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
鲊,U+9C8A,7558,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,鱼,魚,195,魚,13,左右,3,⿰鱼乍,3278497952,0xC369E8A0,195,魚,13,左右,3,1674,0,3278497952,0xC369E8A0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
鲌,U+9C8C,7559,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,鱼,魚,195,魚,13,左右,3,⿰鱼白,3278497984,0xC369E8C0,195,魚,13,左右,3,1676,0,3278497984,0xC369E8C0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
鲏,U+9C8F,7563,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,鱼,魚,195,魚,13,左右,3,⿰鱼皮,3278498032,0xC369E8F0,195,魚,13,左右,3,1679,0,3278498032,0xC369E8F0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
雊,U+96CA,7564,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,隹,隹,172,隹,13,左右,3,⿰句隹,2892598432,0xAC698CA0,172,隹,13,左右,3,202,0,2892598432,0xAC698CA0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
猺,U+733A,7565,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,犭,犬,94,犬,13,左右,3,⿰犭䍃,1583993760,0x5E69D3A0,94,犬,13,左右,3,1338,0,1583993760,0x5E69D3A0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
觟,U+89DF,7567,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,角,角,148,角,13,左右,3,⿰角圭,2489957872,0x9469BDF0,148,角,13,左右,3,991,0,2489957872,0x9469BDF0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
鄣,U+9123,7578,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,13,左右,3,⿰章阝,2741613104,0xA369B230,163,邑,13,左右,3,803,0,2741613104,0xA369B230,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
煓,U+7153,7586,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,火,火,86,火,13,左右,3,⿰火耑,1449768240,0x5669B530,86,火,13,左右,3,851,0,1449768240,0x5669B530,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
溍,U+6E8D,7588,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,氵,水,85,水,13,左右,3,⿰氵晋,1432979664,0x556988D0,85,水,13,左右,3,141,0,1432979664,0x556988D0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
溹,U+6EB9,7589,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,氵,水,85,水,13,左右,3,⿰氵索,1432980368,0x55698B90,85,水,13,左右,3,185,0,1432980368,0x55698B90,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
滆,U+6EC6,7590,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,氵,水,85,水,13,左右,3,⿰氵鬲,1432980576,0x55698C60,85,水,13,左右,3,198,0,1432980576,0x55698C60,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
滉,U+6EC9,7591,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,氵,水,85,水,13,左右,3,⿰氵晃,1432980624,0x55698C90,85,水,13,左右,3,201,0,1432980624,0x55698C90,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
溵,U+6EB5,7593,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,氵,水,85,水,13,左右,3,⿰氵殷,1432980304,0x55698B50,85,水,13,左右,3,181,0,1432980304,0x55698B50,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
滧,U+6EE7,7595,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,氵,水,85,水,13,左右,3,⿰氵效,1432981104,0x55698E70,85,水,13,左右,3,231,0,1432981104,0x55698E70,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
滘,U+6ED8,7596,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,氵,水,85,水,13,左右,3,⿰氵⿱㓁𢀛,1432980864,0x55698D80,85,水,13,左右,3,216,0,1432980864,0x55698D80,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
滍,U+6ECD,7597,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,氵,水,85,水,13,左右,3,⿰氵蚩,1432980688,0x55698CD0,85,水,13,左右,3,205,0,1432980688,0x55698CD0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
愭,U+612D,7598,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,忄,心,61,心,13,左右,3,⿰忄耆,1030337232,0x3D69B2D0,61,心,13,左右,3,813,0,1030337232,0x3D69B2D0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
