char,unicode,standard_rank,block_reason,resolution_class,next_required_action,approved_radical,approved_strokes,approved_agent_structure,approved_agent_struct_type,source_model_presence,current_index_recoverable,decoded_current_index,decoded_ext,write_status,database_status,repair_status,remaining_reason,remaining_detail
嶓,U+5D93,7781,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1939,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
㠇,U+3807,7782,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,上下,1,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
嶟,U+5D9F,7783,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1951,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
嶒,U+5D92,7784,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1938,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
镋,U+954B,7787,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1867,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𬭩,U+2CB69,7789,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
䴘,U+4D18,7795,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𩾃,U+29F83,7799,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
潖,U+6F56,7813,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,342,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
潵,U+6F75,7814,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,373,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
㵐,U+3D50,7815,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
澂,U+6F82,7816,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,386,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
澛,U+6F9B,7817,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,411,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
瑬,U+746C,7818,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1644,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
潾,U+6F7E,7820,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,382,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
潏,U+6F4F,7821,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,335,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
憭,U+61AD,7822,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,941,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
憕,U+6195,7823,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,917,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𬸣,U+2CE23,7824,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,上下,1,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
戭,U+622D,7825,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1069,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
褯,U+892F,7826,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,815,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
禤,U+79A4,7827,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,932,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𫍽,U+2B37D,7828,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
嫽,U+5AFD,7829,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1277,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
遹,U+9079,7830,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左下包,8,present,True,633,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𬴊,U+2CD0A,7831,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
璥,U+74A5,7832,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1701,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𬞟,U+2C79F,7841,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,上下,1,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
磡,U+78E1,7850,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,737,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𥕢,U+25562,7851,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
磜,U+78DC,7852,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,732,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
豮,U+8C6E,7853,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1646,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𫟦,U+2B7E6,7854,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𬺈,U+2CE88,7855,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𫠜,U+2B81C,7856,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
虤,U+8664,7858,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,100,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
暿,U+66BF,7859,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,191,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
曌,U+66CC,7860,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,204,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
曈,U+66C8,7861,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,200,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
㬚,U+3B1A,7862,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左中右,4,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
蹅,U+8E45,7863,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,69,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
䗛,U+45DB,7865,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
疁,U+7581,7867,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1921,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
㠓,U+3813,7868,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
幪,U+5E6A,7869,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,106,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𪩘,U+2AA58,7870,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
嶦,U+5DA6,7871,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1958,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𬭬,U+2CB6C,7872,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𨱑,U+28C51,7873,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𬭯,U+2CB6F,7874,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
盦,U+76E6,7882,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,230,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𫗴,U+2B5F4,7890,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
亸,U+4EB8,7891,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,184,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𬸦,U+2CE26,7894,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,上下,1,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
羱,U+7FB1,7895,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,433,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
澴,U+6FB4,7906,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,436,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
澭,U+6FAD,7907,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,429,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
澼,U+6FBC,7908,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,444,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
憺,U+61BA,7910,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,954,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
𫄷,U+2B137,7916,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𤩽,U+24A7D,7918,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
繄,U+7E44,7929,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,68,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
磹,U+78F9,7930,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,761,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
磻,U+78FB,7931,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,763,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
瞫,U+77AB,7932,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,427,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
蹐,U+8E50,7934,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,80,0,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_radical_after_cross_reference_join,No approved or cached radical found.
㘎,U+360E,7936,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𬭳,U+2CB73,7937,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𬭶,U+2CB76,7939,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𫔍,U+2B50D,7940,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𬭸,U+2CB78,7943,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𨱔,U+28C54,7944,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𬭼,U+2CB7C,7945,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
𫔎,U+2B50E,7946,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_RUNTIME_WRITE_FOR_THIS_ROW,NO_DATABASE_REBUILD,REMAINING_RUNTIME_BLOCKER,missing_current_model_row,No runtime index/ext exists to preserve.
