character,unicode_codepoint,standard_rank,status,merge_status,approved_basis,approved_radical,approved_canonical_radical,approved_radical_resolution,approved_radix,approved_strokes,approved_agent_structure,approved_agent_struct_type,approved_decomposition,current_cnbe,current_cnbe_hex,current_radix,current_radix_name,current_strokes,current_struct_name,current_struct_type,current_index,current_ext,proposed_cnbe,proposed_cnbe_hex,proposed_radix,proposed_radix_name,proposed_canonical_radical,proposed_strokes,proposed_struct_type,proposed_struct_name,proposed_index,proposed_ext,roundtrip_pass,decoded_radix,decoded_strokes,decoded_struct_type,decoded_index,decoded_ext,write_gate,block_reason,block_detail
𬞟,U+2C79F,7841,DRY_RUN_BLOCKED,,,,,,,,上下,1,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_current_model_row,No current CNBE32 index/ext can be preserved.
蕗,U+8557,7842,DRY_RUN_BLOCKED,,,,,,,,上下,1,,739079536,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
薢,U+85A2,7843,DRY_RUN_BLOCKED,,,,,,,,上下,1,,2004089376,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
蕹,U+8579,7844,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,艹,艸,ALIAS,140,16,上下,1,⿱艹雍,1310914448,0x4E22F790,78,歹,4,top-left-wrap,5,1913,0,2357262224,0x8C80F790,140,艹,艸,16,1,上下,1913,0,True,140,16,1,1913,0,NO_WRITE_DRY_RUN_ONLY,,
橞,U+6A5E,7845,DRY_RUN_BLOCKED,,,,,,,,左右,3,,3377219040,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
橑,U+6A51,7846,DRY_RUN_BLOCKED,,,,,,,,左右,3,,3168552208,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
橦,U+6A66,7847,DRY_RUN_BLOCKED,,,,,,,,左右,3,,3515467360,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
醑,U+9191,7848,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,酉,酉,DIRECT,164,16,左右,3,⿰酉胥,3002841360,0xB2FBB910,178,韋,31,bottom-left-wrap,7,913,0,2759964944,0xA481B910,164,酉,酉,16,3,左右,913,0,True,164,16,3,913,0,NO_WRITE_DRY_RUN_ONLY,,
觱,U+89F1,7849,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,角,角,DIRECT,148,16,上下,1,⿱咸角,2550841104,0x980ABF10,152,豕,1,top-left-wrap,5,1009,0,2491465488,0x9480BF10,148,角,角,16,1,上下,1009,0,True,148,16,1,1009,0,NO_WRITE_DRY_RUN_ONLY,,
磡,U+78E1,7850,DRY_RUN_BLOCKED,,,,,,,,左右,3,,1076014608,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
𥕢,U+25562,7851,DRY_RUN_BLOCKED,,,,,,,,左右,3,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_current_model_row,No current CNBE32 index/ext can be preserved.
磜,U+78DC,7852,DRY_RUN_BLOCKED,,,,,,,,左右,3,,1005596096,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
豮,U+8C6E,7853,DRY_RUN_BLOCKED,,,,,,,,左右,3,,2475878112,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
𫟦,U+2B7E6,7854,DRY_RUN_BLOCKED,,,,,,,,左右,3,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_current_model_row,No current CNBE32 index/ext can be preserved.
𬺈,U+2CE88,7855,DRY_RUN_BLOCKED,,,,,,,,左右,3,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_current_model_row,No current CNBE32 index/ext can be preserved.
𫠜,U+2B81C,7856,DRY_RUN_BLOCKED,,,,,,,,左右,3,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_current_model_row,No current CNBE32 index/ext can be preserved.
鹾,U+9E7E,7857,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_CONFIRMED_HANZI_DECOMP_V03,卤,鹵,ALIAS,197,16,左右,3,⿰卤差,1069058016,0x3FB887E0,63,戶,23,left-right,1,126,0,3313600480,0xC58187E0,197,卤,鹵,16,3,左右,126,0,True,197,16,3,126,0,NO_WRITE_DRY_RUN_ONLY,,
虤,U+8664,7858,DRY_RUN_BLOCKED,,,,,,,,左右,3,,1672676928,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
暿,U+66BF,7859,DRY_RUN_BLOCKED,,,,,,,,左右,3,,2187463664,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
曌,U+66CC,7860,DRY_RUN_BLOCKED,,,,,,,,上下,1,,2412383424,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
曈,U+66C8,7861,DRY_RUN_BLOCKED,,,,,,,,左右,3,,2343046272,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
㬚,U+3B1A,7862,DRY_RUN_BLOCKED,,,,,,,,左中右,4,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_current_model_row,No current CNBE32 index/ext can be preserved.
蹅,U+8E45,7863,DRY_RUN_BLOCKED,,,,,,,,左右,3,,3200517200,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
踶,U+8E36,7864,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,足,足,DIRECT,157,16,左右,3,⿰𧾷是,2940928864,0xAF4B0360,175,非,9,top-right-wrap,6,54,0,2642510688,0x9D818360,157,足,足,16,3,左右,54,0,True,157,16,3,54,0,NO_WRITE_DRY_RUN_ONLY,,
䗛,U+45DB,7865,DRY_RUN_BLOCKED,,,,,,,,左右,3,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_current_model_row,No current CNBE32 index/ext can be preserved.
螗,U+8797,7866,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_CONFIRMED_HANZI_DECOMP_V03,虫,虫,DIRECT,142,16,左右,3,⿰虫唐,3231226224,0xC0989970,192,鬯,19,left-right,1,407,0,2390858096,0x8E819970,142,虫,虫,16,3,左右,407,0,True,142,16,3,407,0,NO_WRITE_DRY_RUN_ONLY,,
疁,U+7581,7867,DRY_RUN_BLOCKED,,,,,,,,左右,3,,944142352,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
㠓,U+3813,7868,DRY_RUN_BLOCKED,,,,,,,,左右,3,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_current_model_row,No current CNBE32 index/ext can be preserved.
幪,U+5E6A,7869,DRY_RUN_BLOCKED,,,,,,,,左右,3,,2308015776,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
𪩘,U+2AA58,7870,DRY_RUN_BLOCKED,,,,,,,,左右,3,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_current_model_row,No current CNBE32 index/ext can be preserved.
嶦,U+5DA6,7871,DRY_RUN_BLOCKED,,,,,,,,左右,3,,2604759648,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
𬭬,U+2CB6C,7872,DRY_RUN_BLOCKED,,,,,,,,左右,3,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_current_model_row,No current CNBE32 index/ext can be preserved.
𨱑,U+28C51,7873,DRY_RUN_BLOCKED,,,,,,,,左右,3,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_current_model_row,No current CNBE32 index/ext can be preserved.
𬭯,U+2CB6F,7874,DRY_RUN_BLOCKED,,,,,,,,左右,3,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_current_model_row,No current CNBE32 index/ext can be preserved.
馞,U+999E,7875,DRY_RUN_BLOCKED,,,,,,,,左右,3,,1668856288,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
穄,U+7A44,7876,DRY_RUN_BLOCKED,,,,,,,,左右,3,,3449078848,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
篚,U+7BDA,7877,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,⺮,竹,ALIAS,118,16,上下,1,⿱竹匪,3081657760,0xB7AE5DA0,183,飛,21,triangle,12,1498,0,1988156832,0x7680DDA0,118,⺮,竹,16,1,上下,1498,0,True,118,16,1,1498,0,NO_WRITE_DRY_RUN_ONLY,,
篯,U+7BEF,7878,DRY_RUN_BLOCKED,,,,,,,,上下,1,,3428572912,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
簉,U+7C09,7879,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,⺮,竹,ALIAS,118,16,上下,1,⿱竹造,271835280,0x1033E090,16,几,6,bottom-left-wrap,7,1545,0,1988157584,0x7680E090,118,⺮,竹,16,1,上下,1545,0,True,118,16,1,1545,0,NO_WRITE_DRY_RUN_ONLY,,
鼽,U+9F3D,7880,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,鼻,鼻,DIRECT,209,16,左右,3,⿰鼻九,686101456,0x28E513D0,40,宀,28,left-wrap,10,317,0,3514930128,0xD18193D0,209,鼻,鼻,16,3,左右,317,0,True,209,16,3,317,0,NO_WRITE_DRY_RUN_ONLY,,
衠,U+8860,7881,DRY_RUN_BLOCKED,,,,,,,,左中右,4,,3004933632,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
盦,U+76E6,7882,DRY_RUN_BLOCKED,,,,,,,,上下,1,,3351416416,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
螣,U+87A3,7883,DRY_RUN_BLOCKED,,,,,,,,左右,3,,3438811696,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
縢,U+7E22,7884,DRY_RUN_BLOCKED,,,,,,,,左右,3,,2105901600,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
鲭,U+9CAD,7885,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,鱼,魚,ALIAS,195,16,左右,3,⿰鱼青,448424656,0x1ABA6AD0,26,卩,23,up-mid-down,4,1709,0,3280071376,0xC381EAD0,195,鱼,魚,16,3,左右,1709,0,True,195,16,3,1709,0,NO_WRITE_DRY_RUN_ONLY,,
鲯,U+9CAF,7886,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,鱼,魚,ALIAS,195,16,左右,3,⿰鱼其,483093232,0x1CCB6AF0,28,厶,25,top-right-wrap,6,1711,0,3280071408,0xC381EAF0,195,鱼,魚,16,3,左右,1711,0,True,195,16,3,1711,0,NO_WRITE_DRY_RUN_ONLY,,
鲰,U+9CB0,7887,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,鱼,魚,ALIAS,195,16,左右,3,⿰鱼取,500427520,0x1DD3EB00,29,又,26,bottom-left-wrap,7,1712,0,3280071424,0xC381EB00,195,鱼,魚,16,3,左右,1712,0,True,195,16,3,1712,0,NO_WRITE_DRY_RUN_ONLY,,
鲺,U+9CBA,7888,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,鱼,魚,ALIAS,195,16,左右,3,⿰鱼虱,657091488,0x272A6BA0,39,子,5,up-mid-down,4,1722,0,3280071584,0xC381EBA0,195,鱼,魚,16,3,左右,1722,0,True,195,16,3,1722,0,NO_WRITE_DRY_RUN_ONLY,,
鲹,U+9CB9,7889,DRY_RUN_BLOCKED,,,,,,,,左右,3,,639757200,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
𫗴,U+2B5F4,7890,DRY_RUN_BLOCKED,,,,,,,,左右,3,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_current_model_row,No current CNBE32 index/ext can be preserved.
亸,U+4EB8,7891,DRY_RUN_BLOCKED,,,,,,,,左右,3,,3119582080,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
癀,U+7640,7892,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,疒,疒,DIRECT,104,16,左上包,5,⿸疒黄,560727040,0x216C0400,33,士,13,top-wrap,8,64,0,1753383936,0x68828400,104,疒,疒,16,5,左上包,64,0,True,104,16,5,64,0,NO_WRITE_DRY_RUN_ONLY,,
瘭,U+762D,7893,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,疒,疒,DIRECT,104,16,左上包,5,⿸疒票,248054480,0x0EC902D0,14,冖,25,left-mid-right,2,45,0,1753383632,0x688282D0,104,疒,疒,16,5,左上包,45,0,True,104,16,5,45,0,NO_WRITE_DRY_RUN_ONLY,,
𬸦,U+2CE26,7894,DRY_RUN_BLOCKED,,,,,,,,上下,1,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_current_model_row,No current CNBE32 index/ext can be preserved.
羱,U+7FB1,7895,DRY_RUN_BLOCKED,,,,,,,,左右,3,,1617140496,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
糒,U+7CD2,7896,DRY_RUN_BLOCKED,,,,,,,,左右,3,,61369632,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
燋,U+71CB,7897,DRY_RUN_BLOCKED,,,,,,,,左右,3,,2963127472,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
熻,U+71BB,7898,DRY_RUN_BLOCKED,,,,,,,,左右,3,,2686204848,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
燊,U+71CA,7899,DRY_RUN_BLOCKED,,,,,,,,上下,1,,2945793184,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
燚,U+71DA,7900,DRY_RUN_BLOCKED,,,,,,,,上下,1,,3206036896,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
燏,U+71CF,7901,DRY_RUN_BLOCKED,,,,,,,,左右,3,,3032038640,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
濩,U+6FE9,7902,DRY_RUN_BLOCKED,,,,,,,,左右,3,,2048204432,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
濋,U+6FCB,7903,DRY_RUN_BLOCKED,,,,,,,,左右,3,,1545280688,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
澪,U+6FAA,7904,DRY_RUN_BLOCKED,,,,,,,,左右,3,,990780064,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
澽,U+6FBD,7905,DRY_RUN_BLOCKED,,,,,,,,左右,3,,1319279568,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
澴,U+6FB4,7906,DRY_RUN_BLOCKED,,,,,,,,左右,3,,1163696960,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
澭,U+6FAD,7907,DRY_RUN_BLOCKED,,,,,,,,左右,3,,1042356944,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
澼,U+6FBC,7908,DRY_RUN_BLOCKED,,,,,,,,左右,3,,1301945280,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
憷,U+61B7,7909,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,忄,心,ALIAS,61,16,左右,3,⿰忄楚,2127674224,0x7ED1BB70,126,而,26,up-down,3,951,0,1031912304,0x3D81BB70,61,忄,心,16,3,左右,951,0,True,61,16,3,951,0,NO_WRITE_DRY_RUN_ONLY,,
憺,U+61BA,7910,DRY_RUN_BLOCKED,,,,,,,,左右,3,,2179677088,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
懔,U+61D4,7911,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,忄,心,ALIAS,61,16,左右,3,⿰忄禀,2613263680,0x9BC33D40,155,赤,24,top-right-wrap,6,980,0,1031912768,0x3D81BD40,61,忄,心,16,3,左右,980,0,True,61,16,3,980,0,NO_WRITE_DRY_RUN_ONLY,,
黉,U+9EC9,7912,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,黄,黃,ALIAS,201,16,上中下,2,⿳𭕄冖黄,2318240912,0x8A2D8C90,138,艮,5,full-wrap,11,201,0,3380677776,0xC9810C90,201,黄,黃,16,2,上中下,201,0,True,201,16,2,201,0,NO_WRITE_DRY_RUN_ONLY,,
嬛,U+5B1B,7913,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_CONFIRMED_HANZI_DECOMP_V03,女,女,DIRECT,38,16,左右,3,⿰女睘,2453721520,0x9240D1B0,146,西,8,left-right,1,1307,0,646042032,0x2681D1B0,38,女,女,16,3,左右,1307,0,True,38,16,3,1307,0,NO_WRITE_DRY_RUN_ONLY,,
鹨,U+9E68,7914,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,鸟,鳥,ALIAS,196,16,左右,3,⿰翏鸟,688555648,0x290A8680,41,寸,1,top-left-wrap,5,104,0,3296822912,0xC4818680,196,鸟,鳥,16,3,左右,104,0,True,196,16,3,104,0,NO_WRITE_DRY_RUN_ONLY,,
翯,U+7FEF,7915,DRY_RUN_BLOCKED,,,,,,,,上下,1,,2657230576,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
𫄷,U+2B137,7916,DRY_RUN_BLOCKED,,,,,,,,左右,3,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_current_model_row,No current CNBE32 index/ext can be preserved.
璱,U+74B1,7917,DRY_RUN_BLOCKED,,,,,,,,左右,3,,1049520912,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
𤩽,U+24A7D,7918,DRY_RUN_BLOCKED,,,,,,,,左右,3,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_current_model_row,No current CNBE32 index/ext can be preserved.
璬,U+74AC,7919,DRY_RUN_BLOCKED,,,,,,,,左右,3,,962849472,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
璮,U+74AE,7920,DRY_RUN_BLOCKED,,,,,,,,左右,3,,997518048,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
髽,U+9AFD,7921,DRY_RUN_BLOCKED,,,,,,,,上下,1,,382259152,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
擿,U+64FF,7922,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,扌,手,ALIAS,64,17,左右,3,⿰扌適,1861087216,0x6EEDEFF0,110,矛,29,full-wrap,11,1791,0,1082781680,0x4089EFF0,64,扌,手,17,3,左右,1791,0,True,64,17,3,1791,0,NO_WRITE_DRY_RUN_ONLY,,
薿,U+85BF,7923,DRY_RUN_BLOCKED,,,,,,,,上下,1,,2489678832,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
薸,U+85B8,7924,DRY_RUN_BLOCKED,,,,,,,,上下,1,,2368338816,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
檑,U+6A91,7925,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,木,木,DIRECT,75,17,左右,3,⿰木雷,652986640,0x26EBC910,38,女,29,bottom-left-wrap,7,1169,0,1267321104,0x4B89C910,75,木,木,17,3,左右,1169,0,True,75,17,3,1169,0,NO_WRITE_DRY_RUN_ONLY,,
櫆,U+6AC6,7926,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,木,木,DIRECT,75,17,左右,3,⿰木魁,1537494112,0x5BA44C60,91,片,20,top-wrap,8,1222,0,1267321952,0x4B89CC60,75,木,木,17,3,左右,1222,0,True,75,17,3,1222,0,NO_WRITE_DRY_RUN_ONLY,,
檞,U+6A9E,7927,DRY_RUN_BLOCKED,,,,,,,,左右,3,,861653472,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
醨,U+91A8,7928,DRY_RUN_BLOCKED,,,,,,,,左右,3,,3384425088,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
繄,U+7E44,7929,DRY_RUN_BLOCKED,,,,,,,,上下,1,,2677736512,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
磹,U+78F9,7930,DRY_RUN_BLOCKED,,,,,,,,左右,3,,1491185552,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
磻,U+78FB,7931,DRY_RUN_BLOCKED,,,,,,,,左右,3,,1525854128,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
瞫,U+77AB,7932,DRY_RUN_BLOCKED,,,,,,,,左右,3,,3055786672,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
瞵,U+77B5,7933,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,目,目,DIRECT,109,17,左右,3,⿰目粦,3228703568,0xC0721B50,192,鬯,14,up-mid-down,4,437,0,1837734736,0x6D899B50,109,目,目,17,3,左右,437,0,True,109,17,3,437,0,NO_WRITE_DRY_RUN_ONLY,,
蹐,U+8E50,7934,DRY_RUN_BLOCKED,,,,,,,,左右,3,,3374515456,,,,,,,,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,missing_approved_radical,Approved packet has no radical for CNBE32 radix.
蟏,U+87CF,7935,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,虫,虫,DIRECT,142,17,左右,3,⿰虫萧,577412336,0x226A9CF0,34,夂,13,top-left-wrap,5,463,0,2391383280,0x8E899CF0,142,虫,虫,17,3,左右,463,0,True,142,17,3,463,0,NO_WRITE_DRY_RUN_ONLY,,
